country_name;country_code;continent;PLEES_00_1950;P_00_1950;LE_00_1950;E_00_1950;S_00_1950;PLEES_00_2010;P_00_2010;LE_00_2010;E_00_2010;S_00_2010;PLEES_45_2080;P_45_2080;LE_45_2080;E_45_2080;S_45_2080;PLEES_85_2080;P_85_2080;LE_85_2080;E_85_2080;S_85_2080
Germany;DEU;Europe;NaN;NaN;NaN;NaN;NaN;3.8267535856023027;NaN;NaN;NaN;NaN;3.700428191417047;0.9421507936507936;0.9921332564163862;0.9502307262346994;0.8159134151151679;3.317634079715908;0.8075578231292517;0.9857380587199628;0.9477574377579209;0.5765807601087728
Ghana;GHA;Africa;NaN;NaN;NaN;NaN;NaN;2.840438951775648;NaN;NaN;NaN;NaN;2.8073406121957074;0.41041;0.9573975854311314;0.8461725858875709;0.5933604408770052;2.5922685489683843;0.4023627450980392;0.9581261016773625;0.7028610846755983;0.5289186175173843
Greece;GRC;Europe;NaN;NaN;NaN;NaN;NaN;3.5503428495374694;NaN;NaN;NaN;NaN;3.3155271002106668;0.8095636070853462;0.9907764851120804;0.7318128774555055;0.7833741305577345;2.977991918651323;0.7349985380116959;0.9842781400649642;0.7037263313825911;0.5549889091920717
Guatemala;GTM;America;NaN;NaN;NaN;NaN;NaN;3.1915839689154444;NaN;NaN;NaN;NaN;3.072431460674732;0.509;0.968977455932682;0.9332539880204896;0.6612000167215608;2.843611400194699;0.46375555555555553;0.955335258452078;0.8853608926156432;0.539159693571422
Guinea-Bissau;GNB;Africa;NaN;NaN;NaN;NaN;NaN;2.342520969589132;NaN;NaN;NaN;NaN;2.2770004350050073;0.05900000000000005;0.9236377123390114;0.6818777836842068;0.6124849389817889;1.9414098507029842;0.062000000000000055;0.8908753914681824;0.41631890298283375;0.5722155562519681
Haiti;HTI;America;NaN;NaN;NaN;NaN;NaN;2.5218955554829487;NaN;NaN;NaN;NaN;2.4450654642720524;0.20330000000000006;0.8549060938558852;0.7769778858911859;0.6098814845249809;2.1557902057374148;0.16595918367346946;0.7952894315924155;0.6691197448046183;0.5254218456669112
Honduras;HND;America;NaN;NaN;NaN;NaN;NaN;3.125853598998353;NaN;NaN;NaN;NaN;3.0008467115323207;0.48450000000000004;0.9915764391599324;0.8633875668850837;0.6613827054873046;2.713727304675437;0.43943023255813957;0.98747221627561;0.7534430393579232;0.5333818164837641
Hungary;HUN;Europe;NaN;NaN;NaN;NaN;NaN;3.6246217582374918;NaN;NaN;NaN;NaN;3.414431924708886;0.8080555555555556;0.9079121423420176;0.9122233601631208;0.7862408666481919;3.0362219117176035;0.7575520833333333;0.8366792688443127;0.9004632533789966;0.5415273061609608
Iceland;ISL;Europe;NaN;NaN;NaN;NaN;NaN;3.761503984070354;NaN;NaN;NaN;NaN;3.8840619500138773;0.998375;0.9816464327372428;0.953519515373982;0.9505210019026524;3.6586718583714744;0.998375;0.9725553988235334;0.9535177907005876;0.7342236688473537
India;IND;Asia;NaN;NaN;NaN;NaN;NaN;2.484361137555826;NaN;NaN;NaN;NaN;2.354680554008293;0.11790825688073385;0.896085802271837;0.7065150428460242;0.634171452009698;2.007939734028366;0.1259999999999999;0.8336120522902931;0.4762880870740442;0.572039594664029
Indonesia;IDN;Asia;NaN;NaN;NaN;NaN;NaN;2.9516099069950767;NaN;NaN;NaN;NaN;2.8871479283871433;0.34473043478260856;0.9951132145012352;0.8446928052244641;0.7026114738788355;2.6518958584337966;0.3171519999999999;0.9938752618577524;0.7213199507794823;0.619548645796562
Iraq;IRQ;Asia;NaN;NaN;NaN;NaN;NaN;2.8461718174941493;NaN;NaN;NaN;NaN;2.741467464034269;0.4660833333333333;0.9937339247493682;0.7710713581503198;0.5105788478012475;2.536237140716675;0.4386666666666666;0.9906690296155121;0.6318476370595661;0.4750538073749306
Ireland;IRL;Europe;NaN;NaN;NaN;NaN;NaN;3.7843537466619592;NaN;NaN;NaN;NaN;3.6616505869220966;0.99025;0.9926659166330566;0.8874380079704972;0.7912966623185426;3.37762533794566;0.99025;0.987237655699046;0.8873065601324573;0.5128311221141566
Israel;ISR;Asia;NaN;NaN;NaN;NaN;NaN;3.7806716152920026;NaN;NaN;NaN;NaN;3.6231726524903047;0.9156589673913044;0.9860719410625136;0.9256111367589384;0.7958306072775483;3.324731784910683;0.8684600515463917;0.9758104780062952;0.9020602285574214;0.5784010268005748
Italy;ITA;Europe;NaN;NaN;NaN;NaN;NaN;3.7194476442948106;NaN;NaN;NaN;NaN;3.493995556949019;0.8679255319148935;0.989269312337018;0.8723939742866814;0.7644067384104258;3.1460398629348063;0.7696698113207547;0.9820868177145228;0.8526305103749441;0.5416527235245847
Japan;JPN;Asia;NaN;NaN;NaN;NaN;NaN;3.8025065839001355;NaN;NaN;NaN;NaN;3.544032409254729;0.9152307692307693;0.9223787091344692;0.9314537075061836;0.7749692233833064;3.248630399535319;0.9152307692307693;0.867949314370317;0.8894957654188642;0.5759545505153685
Jordan;JOR;Asia;NaN;NaN;NaN;NaN;NaN;3.355480755427818;NaN;NaN;NaN;NaN;3.2947329689953797;0.753076923076923;0.99649856661307;0.8416091944610578;0.703548284844329;3.0089530782218823;0.692688679245283;0.99433411824661;0.7925658241821474;0.529364456547842
Kenya;KEN;Africa;NaN;NaN;NaN;NaN;NaN;2.6109104425844407;NaN;NaN;NaN;NaN;2.527506890382602;0.134;0.961936123932132;0.8516835498326496;0.5798872166178204;2.34827566515009;0.134;0.9542519694640732;0.8000569559992142;0.4599667396868027
Kyrgyz Republic;KGZ;Asia;NaN;NaN;NaN;NaN;NaN;2.4241453095478547;NaN;NaN;NaN;NaN;2.637033985076163;0.35055882352941176;0.8299869533213737;0.9204097837517946;0.5360784244735829;2.4168423980755986;0.3405428571428571;0.7257575969382757;0.9193630409266922;0.43117890306777373
Latvia;LVA;Europe;NaN;NaN;NaN;NaN;NaN;3.3729659923395463;NaN;NaN;NaN;NaN;3.266838662448716;0.9438888888888889;0.6856662380901639;0.8854121617540391;0.7518713737156237;2.8300822548011233;0.9438888888888889;0.4255374259892676;0.8853488453576831;0.5753070945652838
Lebanon;LBN;Asia;NaN;NaN;NaN;NaN;NaN;3.733647671097043;NaN;NaN;NaN;NaN;3.5509703108032955;0.90436;0.9956043571664722;0.9112442897938728;0.7397616638429503;3.2461268202655216;0.869576923076923;0.9927901412646094;0.8663952954940918;0.5173644604298977
Lesotho;LSO;Africa;NaN;NaN;NaN;NaN;NaN;2.570970152113653;NaN;NaN;NaN;NaN;2.50263366968638;0.19142857142857145;0.9131126025306386;0.7452590598692154;0.6528334358579545;2.2485254826630707;0.1425531914893617;0.8738409164491472;0.7443740704978218;0.4877573042267399
Lithuania;LTU;Europe;NaN;NaN;NaN;NaN;NaN;3.4078006606398192;NaN;NaN;NaN;NaN;3.13417749334664;0.8986913580246914;0.5977074462874526;0.8933263249088486;0.7444523641256475;2.488582192622026;0.8088222222222222;0.2613474946320722;0.8909821869691258;0.5274302887986059
Madagascar;MDG;Africa;NaN;NaN;NaN;NaN;NaN;2.5529360178052416;NaN;NaN;NaN;NaN;2.4700025018457126;0.020289855072463787;0.9465040939604435;0.9601443053490234;0.5430642474637815;2.307000818167275;0.017283950617283966;0.9246314522853408;0.9235396470257404;0.4415457682389099
Malawi;MWI;Africa;NaN;NaN;NaN;NaN;NaN;2.607238356455988;NaN;NaN;NaN;NaN;2.4885391680367106;0.030103092783505224;0.9516616038773548;0.922354826225842;0.5844196451500085;2.3077228774461247;0.02561403508771936;0.9287059599768069;0.8904622865772449;0.4629405958043534
Mauritania;MRT;Africa;NaN;NaN;NaN;NaN;NaN;2.6850686935493915;NaN;NaN;NaN;NaN;2.5490043699162017;0.3824961636828645;0.9714701586047708;0.6273462943500498;0.5676917532785165;2.1937457096241135;0.41200000000000003;0.9589222484687042;0.3881544784424023;0.4346689827130071
Mexico;MEX;America;NaN;NaN;NaN;NaN;NaN;3.453679362569866;NaN;NaN;NaN;NaN;3.3011771166150914;0.669672;0.9899764467337562;0.9087637123388976;0.7327649575424373;3.0007892238749934;0.5979214285714286;0.9849791786597932;0.8604890613421337;0.5573995553016378
Mongolia;MNG;Asia;NaN;NaN;NaN;NaN;NaN;2.6125485113277973;NaN;NaN;NaN;NaN;2.8869179128611826;0.72;0.43033645900386974;0.9493531901044602;0.7872282637528527;2.4807294179865753;0.72;0.09470910620810424;0.9473456053692;0.7186747064092711
Montenegro;MNE;Europe;NaN;NaN;NaN;NaN;NaN;3.2878741566788126;NaN;NaN;NaN;NaN;2.988760547324242;0.5947354838709679;0.958063377428516;0.8053444522840717;0.6306172337406863;2.6851749742320785;0.5422588235294119;0.9296395660161464;0.7889680296034134;0.42430855508310705
Myanmar;MMR;Asia;NaN;NaN;NaN;NaN;NaN;2.8973387471524505;NaN;NaN;NaN;NaN;2.666483116302557;0.4083908045977011;0.9973020925240818;0.7920133171929216;0.4687769019878526;2.39074353328046;0.4179999999999999;0.996036923299927;0.6119861938714041;0.3647204161091287
Namibia;NAM;Africa;NaN;NaN;NaN;NaN;NaN;3.0386276596041246;NaN;NaN;NaN;NaN;2.779444695917716;0.38666666666666666;0.9393270122267652;0.7936700554708892;0.6597809615533953;2.473859271701852;0.33633136094674554;0.9148975000194426;0.7699486911161822;0.45268171961948206
Nepal;NPL;Asia;NaN;NaN;NaN;NaN;NaN;2.0271062820623205;NaN;NaN;NaN;NaN;2.0997896390218593;0.14333333333333337;0.8818220101498568;0.6575321719735998;0.41710212356506937;1.802768757950294;0.13792452830188684;0.8199597889022059;0.38357792129043655;0.4613065194557646
Netherlands;NLD;Europe;NaN;NaN;NaN;NaN;NaN;3.8379932663499696;NaN;NaN;NaN;NaN;3.7369282264780095;0.997;0.9962723245953684;0.932516168720256;0.8111397331623847;3.35975160657049;0.8973;0.9929528569887324;0.9309632896076641;0.5385354599740939
Nicaragua;NIC;America;NaN;NaN;NaN;NaN;NaN;3.1831207917551034;NaN;NaN;NaN;NaN;3.115948560117493;0.6264242424242424;0.9928678815735908;0.8304253797494273;0.6662310563702329;2.809649941333353;0.5742222222222222;0.9910147917018648;0.6905259889794296;0.5538869384298362
Nigeria;NGA;Africa;NaN;NaN;NaN;NaN;NaN;2.494129018416236;NaN;NaN;NaN;NaN;2.4740637122500444;0.0753439153439153;0.9675931776438104;0.7951966534234512;0.6359299658388674;2.2465411321854982;0.07955307262569827;0.9669088182375845;0.6170692757751542;0.5830099655470612
North Macedonia;MKD;Europe;NaN;NaN;NaN;NaN;NaN;3.1343910721138846;NaN;NaN;NaN;NaN;2.9835630364247026;0.571175;0.9850446985118212;0.7241867828268442;0.7031565550860369;2.7556507811244724;0.571175;0.974846567174373;0.7237901707217733;0.485839043228326
Norway;NOR;Europe;NaN;NaN;NaN;NaN;NaN;3.8645967987030074;NaN;NaN;NaN;NaN;3.8202949330719553;0.9964444444444445;0.9569162589567044;0.9619874172309796;0.9049468124398268;3.5846806151817807;0.9964444444444445;0.9342348426993496;0.9619489019750692;0.6920524260629174
Pakistan;PAK;Asia;NaN;NaN;NaN;NaN;NaN;2.4643667049726425;NaN;NaN;NaN;NaN;2.475958709590894;0.19460307692307696;0.9746713885685792;0.7586201116470312;0.5480641324522065;2.217836136440548;0.19460307692307696;0.9607396138585684;0.6046626833864264;0.4578307622724763
Panama;PAN;America;NaN;NaN;NaN;NaN;NaN;3.5409561432833843;NaN;NaN;NaN;NaN;3.4332687992253397;0.8369000000000001;0.9947824258922152;0.8054684839295675;0.7961178894035568;3.0048034046589303;0.7308140845070423;0.9936169148422735;0.6338911606018779;0.6464812447077366
Paraguay;PRY;America;NaN;NaN;NaN;NaN;NaN;3.4225973688512363;NaN;NaN;NaN;NaN;3.365468406778681;0.7704827586206897;0.9923083583695956;0.8960230231323159;0.7066542666560799;3.054120041481828;0.6571764705882353;0.9894665035279886;0.8272252200743944;0.5802518472912096
Peru;PER;America;NaN;NaN;NaN;NaN;NaN;3.4944563424252393;NaN;NaN;NaN;NaN;3.31419916689546;0.6767272727272726;0.9401186733041172;0.9530671883164265;0.7442860325476439;3.0562722343334054;0.6380571428571428;0.9189197529586536;0.9308526666354078;0.5684426718822011
Philippines;PHL;Asia;NaN;NaN;NaN;NaN;NaN;3.007933524768787;NaN;NaN;NaN;NaN;2.848030770143751;0.42646153846153845;0.98172007855773;0.8241592813583668;0.6156898717661158;2.534239642167325;0.3696;0.9758519929604732;0.6853854192207411;0.5034022299861103
Poland;POL;Europe;NaN;NaN;NaN;NaN;NaN;3.6290047968411656;NaN;NaN;NaN;NaN;3.548018929351591;0.922932098765432;0.9475414919224732;0.9105217026620152;0.767023636001671;3.1174827484546364;0.7910846560846561;0.9016787723907924;0.9032558855145572;0.5214634344646306
Portugal;PRT;Europe;NaN;NaN;NaN;NaN;NaN;3.70133824047759;NaN;NaN;NaN;NaN;3.2992681465239;0.715719298245614;0.9851762725089956;0.8583447463961954;0.7400278293730952;2.886226313305846;0.5912463768115943;0.9757815831115152;0.8515349777663925;0.4676633756163442
Russian Federation;RUS;Europe;NaN;NaN;NaN;NaN;NaN;3.2200799528452437;NaN;NaN;NaN;NaN;3.2258040887539776;0.9581111111111111;0.5200076125308882;0.9428625834407024;0.8048227816712759;2.8723869513261295;0.9581111111111111;0.20791483512602726;0.9367197342320116;0.7696412708569796
Rwanda;RWA;Africa;NaN;NaN;NaN;NaN;NaN;2.756112691417483;NaN;NaN;NaN;NaN;2.6145741946106575;0.06985542168674691;0.9596289672095466;0.9759323386912628;0.6091574670231014;2.3978082017228575;0.07158024691358017;0.9502521257657108;0.9588654936788116;0.4171103353647545
Senegal;SEN;Africa;NaN;NaN;NaN;NaN;NaN;2.4548900756410017;NaN;NaN;NaN;NaN;2.355361707007835;0.10783098591549295;0.9321536177204962;0.7357750202905936;0.5796020830812526;2.1197009106623357;0.11599999999999999;0.9058706104498256;0.5543091193315008;0.5435211808810092
Serbia;SRB;Europe;NaN;NaN;NaN;NaN;NaN;3.2048962641687258;NaN;NaN;NaN;NaN;2.988841627096739;0.6389666666666667;0.9657801753386864;0.8027928695907891;0.5813019155005972;2.701436655062865;0.573431623931624;0.941392052536186;0.802595869087477;0.3840171095075779
Sierra Leone;SLE;Africa;NaN;NaN;NaN;NaN;NaN;2.420550004756404;NaN;NaN;NaN;NaN;2.3868070770935;0.057430147058823634;0.9501350891747308;0.8373014494976578;0.5419403913622879;2.142996921161464;0.05659782608695662;0.940833288263478;0.6950431674158939;0.4505226393951354
Slovak Republic;SVK;Europe;NaN;NaN;NaN;NaN;NaN;3.5851607001766226;NaN;NaN;NaN;NaN;3.4208422026595673;0.8456521739130435;0.8755963740515554;0.8742841647011232;0.8253094899938448;3.0035747864019813;0.778;0.7748478155543523;0.8727611257503285;0.5779658450973004
Slovenia;SVN;Europe;NaN;NaN;NaN;NaN;NaN;3.7201971863411623;NaN;NaN;NaN;NaN;3.5354051232077275;0.8683091787439613;0.9632372755904924;0.9085463360549526;0.7953123328183216;3.2224948975823944;0.8321296296296297;0.936449736968102;0.9078212350112272;0.5460942959734358
Solomon Islands;SLB;Oceania;NaN;NaN;NaN;NaN;NaN;2.675171028898431;NaN;NaN;NaN;NaN;2.670746142050314;0.15500000000000003;0.95526305496509;0.958699874501856;0.6017832125833679;2.53061718987032;0.1291666666666667;0.9502042160998642;0.9353735106937784;0.5158727964100109
