,country_name,country_code,continent,P_00_1975,P_00_2010,P_45_2080,P_85_2080,LE_00_1975,LE_00_2010,LE_45_2080,LE_85_2080,E_00_1975,E_00_2010,E_45_2080,E_85_2080,S_00_1975,S_00_2010,S_45_2080,S_85_2080,PLEES_00_1975,PLEES_00_2010,PLEES_45_2080,PLEES_85_2080
58,Israel,ISR,Asia,0.5488476701979861,0.5470211861797213,0.3589074675296086,0.3497750474382843,0.9992948505997006,0.9967973663414428,0.9870715384101316,0.9775583359216938,0.8660999930505997,0.9502534743238732,0.9501116907305656,0.9498105438881588,,0.8844906500171157,0.7958306072775483,0.5784010268005748,,3.378562676862153,3.091921303947854,2.8555449540487112
59,Lebanon,LBN,Asia,0.6049231381816059,0.598530444117679,0.4095527620232215,0.4049865519775595,0.9997751460653596,0.9987915974296556,0.9954364318571932,0.992517468504562,0.915909994999888,0.898361849828251,0.8981682729034863,0.897650632002316,,0.8236148332458686,0.7397616638429503,0.5173644604298977,,3.3192987246214543,3.042919130626851,2.8125191129143348
60,Madagascar,MDG,Africa,0.3385479946963231,0.3358082686689259,0.2462973379610707,0.2307722238058196,0.9975344062987028,0.9877397682079524,0.9460389654694566,0.9239936070697412,0.9487200021719876,0.9831425959615976,0.9829327225571496,0.982495330975886,0.6446381619129365,0.5613535623396315,0.5430642474637815,0.4415457682389099,2.92944056507995,2.868044195178107,2.7183332734514583,2.578806930090357
61,Tunisia,TUN,Africa,0.4974935415984632,0.4865346374888742,0.326011515813257,0.3168790957219328,0.9996594048915284,0.9985365889031286,0.9951047613568876,0.9912253393088136,0.8423299892164469,0.8427744166867255,0.8424946242518131,0.8418740213161325,0.6554319003403636,0.7621684240407243,0.7344240334159291,0.5293338829942545,2.994914836046802,3.0900140671194523,2.898034934837887,2.6793123393411333
62,Jordan,JOR,Asia,0.4679286490805348,0.4706683751079321,0.2923491414817291,0.2841299633995373,0.9997441264533228,0.998935602462879,0.99533810579654,0.9924589885354862,0.8041799843819085,0.844012502954791,0.8437871666674124,0.8432344533671615,,0.669592764096454,0.703548284844329,0.529364456547842,,2.983209244622056,2.8350226987900102,2.649187861850027
63,United Arab Emirates,ARE,Asia,,,,,0.9979731129078928,0.9829981765263426,0.9170274857152536,0.8885611024461368,0.9811299960657984,0.9750864720136526,0.9739313112477372,0.97231491414285,1.0,0.9216166946845664,0.8877635460679716,0.8137508916306935,,,,
64,Iraq,IRQ,Asia,0.3589883553437514,0.34711620922503,0.2032911997981749,0.196898505734248,0.9996210729664348,0.9982097169005186,0.9930308513468477,0.9896216358074,0.9077699862602944,0.8753034442417321,0.8743455194072589,0.8727538873794858,0.5338301628995399,0.5168597319851237,0.5105788478012475,0.4750538073749306,2.800209577470021,2.7374891023524044,2.581246418353529,2.534327836296064
65,Cambodia,KHM,Asia,,,,,0.9999942183560132,0.9994362547448916,0.99712869984741,0.9960600649115192,0.9925099996074844,0.9952442242592898,0.9940229487840982,0.9921530061574224,,0.5877440213971644,0.633436934304639,0.5590530924931886,,,,
66,Thailand,THA,Asia,0.6061872038944262,0.6016209938487641,0.4375726057257274,0.4384858477348598,0.9997189451447284,0.9988811775832332,0.9949704786251432,0.9926346367692916,0.9736999984477328,0.9917838821103238,0.9904060157518632,0.9882674176684876,0.6444720355519227,0.7529489049148966,0.7665124245588406,0.6264419834414541,3.22407818303881,3.345234958457218,3.1894615246615743,3.0458298856140935
67,Myanmar,MMR,Asia,0.4563700418365187,0.4454111377269297,0.3036540398909056,0.3100467339548325,0.9998774955636456,0.9996231858442386,0.998086359792842,0.99718882544029,0.9926799925329538,,,,0.4914558411556902,0.5755312707154236,0.4687769019878525,0.3647204161091287,2.9403833710888083,,,
68,Vietnam,VNM,Asia,0.6025447928437848,0.5998050668163876,0.443123932645975,0.443123932645975,0.9994916051113456,0.998380008844751,0.9933773247277444,0.990456173153332,0.9787599989581988,0.982479323221746,0.9811546194977008,0.9790613745771056,,0.6818188203624092,0.6579719844386107,0.4799292107998907,,3.2624832192452935,3.075627861310031,2.8925706911763034
69,"Korea, Rep.",KOR,Asia,0.7378881219238322,0.7369748799146998,0.5538630222754093,0.552949780266277,0.998016624104082,0.990941326336818,0.9538221337420282,0.9251044499149856,0.97589999639463,0.9652688430986428,0.9650483677680226,0.9645591556672688,0.5938371556968289,0.8566541791178646,0.8725180714841657,0.6326045209638937,3.305641898119373,3.5498392284680254,3.345251595269626,3.0752179068124255
70,Mongolia,MNG,Asia,0.5255515759039913,0.5365104800135803,0.3862584577130278,0.3926511517769547,0.949505347429234,0.8709027072564155,0.4997451367488252,0.2046248574936697,0.9406693901691604,0.9434457552675768,0.943440005967455,0.943416079616793,,0.1115311182578743,0.7872282637528527,0.718674706409271,,2.462390060795447,2.6166718641821607,2.2593667952966885
71,India,IND,Asia,0.329006943631302,0.329006943631302,0.2157286408978195,0.2221213349617464,0.995319363574478,0.9884554703405256,0.9242978375100236,0.8786272498301614,0.932629999669654,0.9191078554617196,0.9175692028066104,0.915111224874313,0.3868264201140269,0.5216562786341954,0.634171452009698,0.572039594664029,2.643782726989461,2.7582265480677424,2.6917671332241513,2.58789940433025
72,Bangladesh,BGD,Asia,0.3735331342462754,0.3707934082188782,0.2477813202273281,0.2505210462547254,0.9992108021203848,0.999040102595633,0.992674309040558,0.9876621043920736,0.977999999357282,0.953606344102391,0.9520362295134556,0.9496713919279368,0.4865412600669117,0.5139630177482739,0.5853347787899165,0.4874475811577136,2.8372851957908543,2.837402872665176,2.777826637571258,2.675302123732449
73,Bhutan,BTN,Asia,0.5449174607715963,0.5430909767533315,0.3874250219165737,0.3883382639257061,0.9992028280138818,0.9962925445949168,0.9723673631005112,0.9594858985337794,0.985179953615444,0.968763313174225,0.9679696235272154,0.9662102019858972,,0.4381503799516578,0.8540200886114212,0.6641640073542581,,2.9462972144741313,3.1817820971557214,2.9781983717996408
